Fecha	Distancia	cosCara_+X	cosCara_+Y	cosCara_+Z	cosCara_-X	cosCara_-Y	cosCara_-Z
2024-06-01 23:43:00	151724495.99087963	0.4080781550473315	0.34271091226604744	0.8461805067401044	-0.4080781550473315	-0.34271091226604744	-0.8461805067401044
2024-06-01 23:43:30	151723988.22235093	0.3809004451643453	0.3427027029419053	0.8587605651576673	-0.3809004451643453	-0.3427027029419053	-0.8587605651576673
2024-06-01 23:44:00	151723477.74086246	0.3533132560455575	0.34271606731273757	0.8704685177007712	-0.3533132560455575	-0.34271606731273757	-0.8704685177007712
2024-06-01 23:44:30	151722964.7543162	0.32537286335156745	0.3427031944780755	0.8812984853549475	-0.32537286335156745	-0.3427031944780755	-0.8812984853549475
2024-06-01 23:45:00	151722826.82651827	0.29709243322872597	0.3427202549009665	0.8912232677611439	-0.29709243322872597	-0.3427202549009665	-0.8912232677611439
2024-06-01 23:45:30	151722309.3850441	0.26852285775149604	0.3427093851877831	0.9002476060335743	-0.26852285775149604	-0.3427093851877831	-0.9002476060335743
2024-06-01 23:46:00	151722105.52766147	0.23965917138121207	0.3427049280351085	0.9083594078740652	-0.23965917138121207	-0.3427049280351085	-0.9083594078740652
2024-06-01 23:46:30	151721584.47613063	0.21056594811109552	0.3427030211474808	0.9155417089310924	-0.21056594811109552	-0.3427030211474808	-0.9155417089310924
2024-06-01 23:47:00	151721061.95740902	0.18124381096622955	0.34269509021343736	0.9217975678694547	-0.18124381096622955	-0.34269509021343736	-0.9217975678694547
2024-06-01 23:47:30	151720538.0586265	0.15172623493733056	0.34269503030896686	0.9271134050553248	-0.15172623493733056	-0.34269503030896686	-0.9271134050553248
2024-06-01 23:48:00	151720013.1302768	0.12207292035017665	0.34268867011621135	0.9314841262690212	-0.12207292035017665	-0.34268867011621135	-0.9314841262690212
2024-06-01 23:48:30	151719487.3287667	0.09227904940918397	0.34268624998010533	0.9349067927417739	-0.09227904940918397	-0.34268624998010533	-0.9349067927417739
2024-06-01 23:49:00	151719276.2615182	0.06238626385498009	0.3426830255630193	0.9373773509495479	-0.06238626385498009	-0.3426830255630193	-0.9373773509495479
2024-06-01 23:49:30	151719126.80499804	0.0324300373133743	0.34268755123973305	0.9388895222043797	-0.0324300373133743	-0.34268755123973305	-0.9388895222043797
2024-06-01 23:50:00	151718599.6903127	0.002435611292396278	0.342679211060058	0.9394493206687037	-0.002435611292396278	-0.342679211060058	-0.9394493206687037
2024-06-01 23:50:30	151718072.60306212	-0.027567153585843333	0.34267085810716574	0.9390509757448066	0.027567153585843333	-0.34267085810716574	-0.9390509757448066
2024-06-01 23:51:00	151717545.74897996	-0.0575330024178154	0.34266114905150397	0.9376957345341262	0.0575330024178154	-0.34266114905150397	-0.9376957345341262
2024-06-01 23:51:30	151717019.2529349	-0.08745091414393372	0.3426660656881182	0.9353781615160878	0.08745091414393372	-0.3426660656881182	-0.9353781615160878
2024-06-01 23:52:00	151716808.82770634	-0.11727864593165101	0.3426625983013928	0.9321094693938995	0.11727864593165101	-0.3426625983013928	-0.9321094693938995
2024-06-01 23:52:30	151716283.8717153	-0.14699509289212515	0.34264481225702115	0.9278938383775304	0.14699509289212515	-0.34264481225702115	-0.9278938383775304
2024-06-01 23:53:00	151715759.96274388	-0.17655742984309716	0.3426367590023101	0.9227283052706214	0.17655742984309716	-0.3426367590023101	-0.9227283052706214
2024-06-01 23:53:30	151715237.32934883	-0.20595241709668782	0.34263807951292924	0.916614830973034	0.20595241709668782	-0.34263807951292924	-0.916614830973034
2024-06-01 23:54:00	151715093.60614684	-0.2351365684452638	0.34262934368934334	0.9095690886473637	0.2351365684452638	-0.34262934368934334	-0.9095690886473637
2024-06-01 23:54:30	151714574.20517594	-0.26407701050625854	0.34263420131980243	0.9015903374637612	0.26407701050625854	-0.34263420131980243	-0.9015903374637612
2024-06-01 23:55:00	151714371.962327	-0.2927496615750239	0.34261633394464774	0.8926991001239098	0.2927496615750239	-0.34261633394464774	-0.8926991001239098
2024-06-01 23:55:30	151713856.57942235	-0.321129462683625	0.3426139493263033	0.8828881865352823	0.321129462683625	-0.3426139493263033	-0.8828881865352823
2024-06-01 23:56:00	151713343.4677665	-0.3491828101230512	0.34261219246386354	0.8721744382230393	0.3491828101230512	-0.34261219246386354	-0.8721744382230393
2024-06-01 23:56:30	151712832.90244296	-0.3768809757801248	0.3425970946765488	0.8605742041301314	0.3768809757801248	-0.3425970946765488	-0.8605742041301314
2024-06-01 23:57:00	151712325.02876768	-0.40419672496187226	0.3426023229092771	0.848085288085617	0.40419672496187226	-0.3426023229092771	-0.848085288085617
2024-06-01 23:57:30	151711820.05852467	-0.43109802687729365	0.34259655995291244	0.8347347412986564	0.43109802687729365	-0.34259655995291244	-0.8347347412986564
2024-06-01 23:58:00	151720340.83489868	-0.45754117775730707	0.34257993960437305	0.8205455841311441	0.45754117775730707	-0.34257993960437305	-0.8205455841311441
2024-06-01 23:58:30	151720219.7393011	-0.48354647276085155	0.3425539126297746	0.8055058197322799	0.48354647276085155	-0.3425539126297746	-0.8055058197322799
2024-06-01 23:59:00	151719724.68769673	-0.5090537693880993	0.34256896944065174	0.7896269758868032	0.5090537693880993	-0.34256896944065174	-0.7896269758868032
2024-06-01 23:59:30	151719233.30241317	-0.5340386686487911	0.3425828248287321	0.7729422413868924	0.5340386686487911	-0.3425828248287321	-0.7729422413868924
2024-06-02 00:00:00	151718745.6908269	-0.5584720481208638	0.34266165994325853	0.7554415650946266	0.5584720481208638	-0.34266165994325853	-0.7554415650946266
2024-06-02 00:00:30	151718262.19796246	-0.5823498734717925	0.3425769481905523	0.7372310760106595	0.5823498734717925	-0.3425769481905523	-0.7372310760106595
2024-06-02 00:01:00	151718098.14926055	-0.6056331779694236	0.3425985799002857	0.7182163091944964	0.6056331779694236	-0.3425985799002857	-0.7182163091944964
2024-06-02 00:01:30	151717623.11401117	-0.6282848495224456	0.34259769221028674	0.6984876299210628	0.6282848495224456	-0.34259769221028674	-0.6984876299210628
2024-06-02 00:02:00	151717152.71760157	-0.6503009182008573	0.3425940309053982	0.6780398555948707	0.6503009182008573	-0.3425940309053982	-0.6780398555948707
2024-06-02 00:02:30	151717064.2952194	-0.671648660662227	0.34259797933406155	0.6568977859506414	0.671648660662227	-0.34259797933406155	-0.6568977859506414
2024-06-02 00:03:00	151716603.44078517	-0.6923262593818805	0.3425570538323327	0.635089769591674	0.6923262593818805	-0.3425570538323327	-0.635089769591674
2024-06-02 00:03:30	151716147.45320538	-0.7122820786728641	0.342536735976402	0.6126359644259358	0.7122820786728641	-0.342536735976402	-0.6126359644259358
