Fecha	Distancia	angCara_+X	angCara_+Y	angCara_+Z	angCara_-X	angCara_-Y	angCara_-Z
2023-12-21 00:00:00	147183051.27861434	33.09477844130662	64.71309726727526	109.88456329117349	146.9052215586934	115.28690273272477	70.11543670882652
2023-12-21 12:00:00	147171164.24432823	87.20932203251849	64.65523777710102	25.519861517655745	92.79067796748151	115.34476222289898	154.48013848234427
2023-12-22 00:00:00	147158816.23143527	150.35936027430517	64.58204327194534	104.22216015631223	29.64063972569483	115.41795672805468	75.77783984368779
2023-12-22 12:00:00	147163590.9891573	59.030628442745936	64.53012535724503	137.8854949013546	120.96937155725406	115.46987464275499	42.11450509864539
2023-12-23 00:00:00	147159566.3400624	57.78595720716946	64.46236375566785	43.28174378605204	122.21404279283054	115.53763624433216	136.71825621394797
2023-12-23 12:00:00	147145608.78549382	149.43058079718313	64.40692949236822	74.42946047799813	30.569419202816885	115.59307050763178	105.57053952200188
2023-12-24 00:00:00	147149023.4502472	88.52836427557887	64.347665053541	154.2992782995916	91.47163572442115	115.652334946459	25.70072170040839
2023-12-24 12:00:00	147142828.60667846	32.55031542899315	64.2797593608461	71.45544453406971	147.44968457100686	115.72024063915389	108.54455546593029
2023-12-25 00:00:00	147130851.06203386	125.03171976591871	64.22872253714907	46.06271709449975	54.9682802340813	115.77127746285095	133.93728290550027
2023-12-25 12:00:00	147130474.5542538	118.00937131786583	64.15793154481923	140.15337024778253	61.99062868213418	115.84206845518077	39.846629752217446
2023-12-26 00:00:00	147139317.49864373	28.538210509651417	64.10530254237828	101.16837877951858	151.46178949034856	115.8946974576217	78.83162122048144
2023-12-26 12:00:00	147123354.84010518	95.87258105350568	64.04583388547974	26.708591164862447	84.12741894649433	115.95416611452026	153.29140883513756
2023-12-27 00:00:00	147118947.74978	144.20710884717357	63.971432469507306	112.7459890905537	35.792891152826414	116.02856753049272	67.2540109094463
2023-12-27 12:00:00	147121316.31544346	50.99062278079928	63.92644755258875	129.85087291409474	129.00937721920073	116.07355244741126	50.149127085905256
2023-12-28 00:00:00	147121526.4675353	66.3698137977934	63.85690271073681	36.559482646168206	113.63018620220662	116.1430972892632	143.44051735383178
2023-12-28 12:00:00	147105524.09901166	152.79858975819403	63.79499632615804	83.21404567907805	27.201410241805995	116.20500367384196	96.78595432092196
2023-12-29 00:00:00	147116411.48706636	79.75180907694097	63.74041338874605	151.5188315389504	100.24819092305901	116.25958661125395	28.48116846104963
2023-12-29 12:00:00	147114865.91041943	39.40695161863826	63.667743430980124	62.99044333209545	140.59304838136174	116.33225656901989	117.00955666790455
2023-12-30 00:00:00	147099542.3471439	132.855660937133	63.61772920904652	54.33528392848874	47.14433906286702	116.38227079095347	125.66471607151128
2023-12-30 12:00:00	147107019.1554647	109.22385688104379	63.552597625329824	146.36708707433453	70.77614311895623	116.44740237467019	33.632912925665465
2023-12-31 00:00:00	147111728.42407507	26.619528095200124	63.496676686732854	92.30842117085568	153.3804719047999	116.50332331326715	87.69157882914435
2023-12-31 12:00:00	147100524.74632323	104.60985220735262	63.43447174587125	30.893818253362973	75.3901477926474	116.56552825412876	149.10618174663702
2024-01-01 00:00:00	147094356.5575272	136.75683983855868	63.36874120872882	121.20513066580698	43.24316016144135	116.63125879127118	58.79486933419302
2024-01-01 12:00:00	147102523.41552565	43.38670493623733	63.317224908377774	121.32007971756866	136.61329506376265	116.68277509162223	58.67992028243134
2024-01-02 00:00:00	147106376.64079362	75.20586889618427	63.256037117934795	31.158210376397733	104.79413110381573	116.74396288206523	148.84178962360227
2024-01-02 12:00:00	147097305.70489776	153.09010450392776	63.19105567111156	92.15983396628388	26.90989549607223	116.80894432888844	87.84016603371613
2024-01-03 00:00:00	147105060.37915415	70.95262167252305	63.139881691396425	146.12720881477154	109.04737832747696	116.86011830860359	33.87279118522848
2024-01-03 12:00:00	147107177.42359358	47.252638156092054	63.07161753626152	54.68427087181891	132.74736184390795	116.92838246373847	125.3157291281811
2024-01-04 00:00:00	147097097.53342128	140.11168419996258	63.02015765407133	63.04771028222991	39.88831580003745	116.97984234592867	116.9522897177701
2024-01-04 12:00:00	147101660.13722357	100.21662615175906	62.95905019900208	150.79064556930086	79.78337384824094	117.04094980099792	29.20935443069915
2024-01-05 00:00:00	147110476.3502864	28.036395710211387	62.89914587581071	83.35334265503744	151.96360428978863	117.1008541241893	96.64665734496255
2024-01-05 12:00:00	147102596.1069294	113.3566346311509	62.84921370437894	37.192596877188535	66.6433653688491	117.15078629562107	142.80740312281148
2024-01-06 00:00:00	147102869.94587827	128.4894428643418	62.7796951405928	129.4318575260112	51.510557135658175	117.22030485940721	50.56814247398881
2024-01-06 12:00:00	147114893.37021938	36.61478130385385	62.73118161772083	112.44878535243268	143.38521869614615	117.26881838227918	67.55121464756732
2024-01-07 00:00:00	147103507.7392766	84.23864459107212	62.66746413730672	28.034274165919904	95.7613554089279	117.33253586269326	151.96572583408013
2024-01-07 12:00:00	147099188.35143456	150.03793023109603	62.60831750287904	101.20521464782784	29.962069768903955	117.39168249712097	78.79478535217216
2024-01-08 00:00:00	147111581.18164602	62.22742260970135	62.56230959606631	139.05613702061208	117.77257739029865	117.4376904039337	40.94386297938793
2024-01-08 12:00:00	147115412.8653297	55.7393491040169	62.499467166571	46.72804321006216	124.2606508959831	117.50053283342899	133.27195678993783
2024-01-09 00:00:00	147108788.45078194	146.25466533284282	62.445230119994044	72.08828635762967	33.7453346671572	117.55476988000596	107.91171364237033
