Fecha	Distancia	cosCara_+X	cosCara_+Y	cosCara_+Z	cosCara_-X	cosCara_-Y	cosCara_-Z
2024-06-01 22:04:00	151724957.52720532	0.43007259206821224	0.3427193676098784	0.835213146817514	-0.43007259206821224	-0.3427193676098784	-0.835213146817514
2024-06-01 22:04:30	151724451.09431365	0.4032329031144999	0.342722696491744	0.8484953618937938	-0.4032329031144999	-0.342722696491744	-0.8484953618937938
2024-06-01 22:05:00	151723941.80160236	0.3759709636389809	0.3427079718691587	0.860928034459155	-0.3759709636389809	-0.3427079718691587	-0.860928034459155
2024-06-01 22:05:30	151723429.82927397	0.34832761161371983	0.34271348249022926	0.8724765577979164	-0.34832761161371983	-0.34271348249022926	-0.8724765577979164
2024-06-01 22:06:00	151722915.31613776	0.3203326021514807	0.3427223807132799	0.8831355466501634	-0.3203326021514807	-0.3427223807132799	-0.8831355466501634
2024-06-01 22:06:30	151722398.5056983	0.29200361378252715	0.3427013646414211	0.8929107817754542	-0.29200361378252715	-0.3427013646414211	-0.8929107817754542
2024-06-01 22:07:00	151722196.13725471	0.2633729450920871	0.3427044933176122	0.9017695504137625	-0.2633729450920871	-0.3427044933176122	-0.9017695504137625
2024-06-01 22:07:30	151721675.36398458	0.23446559640321418	0.342710484725828	0.9097117168434586	-0.23446559640321418	-0.342710484725828	-0.9097117168434586
2024-06-01 22:08:00	151721152.9630023	0.20532754622332705	0.34269792117640774	0.9167326401864812	-0.20532754622332705	-0.34269792117640774	-0.9167326401864812
2024-06-01 22:08:30	151721006.2919026	0.17596799179812167	0.3427086628342147	0.9228141948848213	-0.17596799179812167	-0.3427086628342147	-0.9228141948848213
2024-06-01 22:09:00	151720481.15463513	0.1464300762210909	0.3426986803029773	0.9279632790668408	-0.1464300762210909	-0.3426986803029773	-0.9279632790668408
2024-06-01 22:09:30	151719955.07089722	0.11673740106701182	0.3426951336573912	0.9321654491342524	-0.11673740106701182	-0.3426951336573912	-0.9321654491342524
2024-06-01 22:10:00	151719744.47440162	0.08692435179487851	0.34269018101661697	0.9354184073984426	-0.08692435179487851	-0.34269018101661697	-0.9354184073984426
2024-06-01 22:10:30	151719216.90541452	0.057016646938523104	0.34268074489790606	0.9377201123192913	-0.057016646938523104	-0.34268074489790606	-0.9377201123192913
2024-06-01 22:11:00	151718688.85325843	0.02705037867581878	0.3426893182506815	0.9390592676558697	-0.02705037867581878	-0.3426893182506815	-0.9390592676558697
2024-06-01 22:11:30	151718160.63688475	-0.002941374670268171	0.3426840334497872	0.9394461142256294	0.002941374670268171	-0.3426840334497872	-0.9394461142256294
2024-06-01 22:12:00	151717632.53144035	-0.032938817386221904	0.3426791497253666	0.9388748769951707	0.032938817386221904	-0.3426791497253666	-0.9388748769951707
2024-06-01 22:12:30	151717104.6556646	-0.06289716652015921	0.342657437208474	0.9373525628969369	0.06289716652015921	-0.342657437208474	-0.9373525628969369
2024-06-01 22:13:00	151717270.87706995	-0.09280345554239883	0.342657632254272	0.9348653730336182	0.09280345554239883	-0.342657632254272	-0.9348653730336182
2024-06-01 22:13:30	151716744.0984567	-0.1226256845407984	0.3426607746278629	0.9314217814837346	0.1226256845407984	-0.3426607746278629	-0.9314217814837346
2024-06-01 22:14:00	151716218.22437963	-0.152310320213415	0.34264550899811325	0.9270359332409458	0.152310320213415	-0.34264550899811325	-0.9270359332409458
2024-06-01 22:14:30	151715693.45770127	-0.18184284651357732	0.34263862795841177	0.9217005749171563	0.18184284651357732	-0.34263862795841177	-0.9217005749171563
