Fecha	Distancia	cosCara_+X	cosCara_+Y	cosCara_+Z	cosCara_-X	cosCara_-Y	cosCara_-Z	cosPanel_1	cosPanel_2
2023-03-21 00:00:00	148986365.0330878	0.7689935216222069	-0.6332569776020007	-0.08737599224876211	-0.7689935216222069	0.6332569776020007	0.08737599224876211	-0.08737599224876211	-0.5095644597280754
2023-03-21 12:00:00	148997337.58120212	-0.6512490797851923	-0.6344787278075404	0.4163068340042781	0.6512490797851923	0.6344787278075404	-0.4163068340042781	0.4163068340042781	-0.15427082557259808
2023-03-22 00:00:00	149026804.31137943	0.4016490260585619	-0.6354790987264788	-0.6594273083122892	-0.4016490260585619	0.6354790987264788	0.6594273083122892	-0.6594273083122892	-0.9156371014190205
2023-03-22 12:00:00	149046820.5346916	-0.06922929481193606	-0.6365506209174796	0.7681214824162996	0.06922929481193606	0.6365506209174796	-0.7681214824162996	0.7681214824162996	0.09303464837237171
2023-03-23 00:00:00	149069892.22107738	-0.27392481972919563	-0.6374956541243227	-0.7201142160164108	0.27392481972919563	0.6374956541243227	0.7201142160164108	-0.7201142160164108	-0.9599751453823009
2023-03-23 12:00:00	149091435.95017853	0.5634056466786918	-0.6385315486265337	0.5242628526790414	-0.5634056466786918	0.6385315486265337	-0.5242628526790414	0.5242628526790414	-0.0808001697818156
2023-03-24 00:00:00	149109219.335592	-0.7353137759971277	-0.6396024317809503	-0.22410350307110577	0.7353137759971277	0.6396024317809503	0.22410350307110577	-0.22410350307110577	-0.6107323234849554
2023-03-24 12:00:00	149137695.7104842	0.757861428417164	-0.6406865592859824	-0.1231535142323824	-0.757861428417164	0.6406865592859824	0.1231535142323824	-0.1231535142323824	-0.5401164957268667
2023-03-25 00:00:00	149147212.93883958	-0.6255923709052352	-0.6418220293784147	0.44350723564530525	0.6255923709052352	0.6418220293784147	-0.44350723564530525	0.44350723564530525	-0.14022973545829315
2023-03-25 12:00:00	149174456.46934915	0.36695400010669765	-0.6427892755588819	-0.6724334234942382	-0.36695400010669765	0.6427892755588819	0.6724334234942382	-0.6724334234942382	-0.930002889270935
2023-03-26 00:00:00	149193137.58123857	-0.03191592486675488	-0.6437460107539399	0.7645733760590203	0.03191592486675488	0.6437460107539399	-0.7645733760590203	0.7645733760590203	0.0854378493601265
2023-03-26 12:00:00	149213806.1988754	-0.3052020959511958	-0.6446918117498317	-0.700873846344488	0.3052020959511958	0.6446918117498317	0.700873846344488	-0.700873846344488	-0.9514586013702329
2023-03-27 00:00:00	149243692.03435674	0.583411479063404	-0.6456093252238889	0.49276733382094884	-0.583411479063404	0.6456093252238889	-0.49276733382094884	0.49276733382094884	-0.10807560857107498
2023-03-27 12:00:00	149249259.86188728	-0.7392641412720625	-0.646728113701161	-0.18769996371288455	0.7392641412720625	0.646728113701161	0.18769996371288455	-0.18769996371288455	-0.590029751951925
2023-03-28 00:00:00	149285481.55923092	0.7453954417976877	-0.6476422394001298	-0.15794038461399085	-0.7453954417976877	0.6476422394001298	0.15794038461399085	-0.15794038461399085	-0.5696329362464376
2023-03-28 12:00:00	149292952.98835644	-0.5992556311844364	-0.6487117625952796	0.46911164722725485	0.5992556311844364	0.6487117625952796	-0.46911164722725485	0.46911164722725485	-0.12699645947861654
2023-03-29 00:00:00	149317406.83894637	0.3322389520560474	-0.6496165837809704	-0.683824226547613	-0.3322389520560474	0.6496165837809704	0.683824226547613	-0.683824226547613	-0.9428850392942263
2023-03-29 12:00:00	149344020.6611823	0.004482661481694739	-0.6505996846160282	0.7594076350179563	-0.004482661481694739	0.6505996846160282	-0.7594076350179563	0.7594076350179563	0.07693883957621282
2023-03-30 00:00:00	149361573.39577717	-0.3353133073031978	-0.6514286192981947	-0.6805921979457588	0.3353133073031978	0.6514286192981947	0.6805921979457588	-0.6805921979457588	-0.9418809525548464
2023-03-30 12:00:00	149389096.5834938	0.6016627709822366	-0.6523520401310919	0.46091075681825777	-0.6016627709822366	0.6523520401310919	-0.46091075681825777	0.46091075681825777	-0.13536942962956003
2023-03-31 00:00:00	149401609.61332446	-0.7417560819127993	-0.6533363265246478	-0.15149111983430472	0.7417560819127993	0.6533363265246478	0.15149111983430472	-0.15149111983430472	-0.5690989450054678
2023-03-31 12:00:00	149424829.3246774	0.7315627418838464	-0.6542670155164935	-0.1917045307094468	-0.7315627418838464	0.6542670155164935	0.1917045307094468	-0.1917045307094468	-0.5981922170272312
2023-04-01 00:00:00	149439511.48946282	-0.5720667021755321	-0.655209785003444	0.4933962159337583	0.5720667021755321	0.655209785003444	-0.4933962159337583	0.4933962159337583	-0.11441947197717237
2023-04-01 12:00:00	149470054.03873876	0.2974413397054793	-0.6560988111483015	-0.6935870525348603	-0.2974413397054793	0.6560988111483015	0.6935870525348603	-0.6935870525348603	-0.954372026681986
2023-04-02 00:00:00	149483832.01828566	0.04038697695254433	-0.6568945441733695	0.7529000265160682	-0.04038697695254433	0.6568945441733695	-0.7529000265160682	0.7529000265160682	0.06788612759560775
2023-04-02 12:00:00	149507318.3748778	-0.36421117045089	-0.6576536186334071	-0.6594254629730171	0.36421117045089	0.6576536186334071	0.6594254629730171	-0.6594254629730171	-0.9313155499628528
2023-04-03 00:00:00	149531449.94822577	0.6185276172377062	-0.6585437024649087	0.42865344820502216	-0.6185276172377062	0.6585437024649087	-0.42865344820502216	0.42865344820502216	-0.16255695771586534
2023-04-03 12:00:00	149549685.39543697	-0.742701647122895	-0.6595593935607189	-0.11565323050721761	0.742701647122895	0.6595593935607189	0.11565323050721761	-0.11565323050721761	-0.5481581033398557
