Fecha	Distancia	angCara_+X	angCara_+Y	angCara_+Z	angCara_-X	angCara_-Y	angCara_-Z	angPanel_1	angPanel_2
2023-03-21 00:00:00	148986365.0330878	39.736406192245255	129.29082730911225	95.012667693404	140.26359380775475	50.70917269088777	84.987332306596	95.012667693404	120.63482297848275
2023-03-21 12:00:00	148997337.58120212	130.63584346719824	129.38133339721955	65.39835896112831	49.36415653280178	50.61866660278046	114.60164103887172	65.39835896112831	98.87450898674422
2023-03-22 00:00:00	149026804.31137943	66.31869239083461	129.45552738730137	131.25621068347783	113.68130760916539	50.54447261269865	48.74378931652216	131.25621068347783	156.29636650816448
2023-03-22 12:00:00	149046820.5346916	93.96972167232603	129.53508623038041	39.814501991849696	86.030278327674	50.464913769619606	140.18549800815032	39.814501991849696	84.66178756204728
2023-03-23 00:00:00	149069892.22107738	105.89795069073813	129.60532920658952	136.0639111280957	74.10204930926189	50.394670793410505	43.93608887190432	136.0639111280957	163.73471012003867
2023-03-23 12:00:00	149091435.95017853	55.70835033608787	129.68240772935417	58.38136789546828	124.29164966391212	50.31759227064584	121.61863210453171	58.38136789546828	94.6345609901101
2023-03-24 00:00:00	149109219.335592	137.33373641851617	129.76218022400417	102.95016652943997	42.66626358148382	50.23781977599584	77.04983347056003	102.95016652943997	127.64247357626174
2023-03-24 12:00:00	149137695.7104842	40.72397285777481	129.84303356603095	97.07413603307006	139.2760271422252	50.15696643396902	82.92586396692995	97.07413603307006	122.69156956663146
2023-03-25 00:00:00	149147212.93883958	128.72567912181603	129.927818202319	63.67212837619107	51.274320878183964	50.07218179768098	116.32787162380895	63.67212837619107	98.0611402615638
2023-03-25 12:00:00	149174456.46934915	68.47211521718988	130.00012459791645	132.2551565544559	111.52788478281013	49.99987540208355	47.744843445544085	132.2551565544559	158.43526537351937
2023-03-26 00:00:00	149193137.58123857	91.82895838795726	130.07172064871497	40.130947418376934	88.17104161204276	49.92827935128503	139.86905258162307	40.130947418376934	85.09879661666558
2023-03-26 12:00:00	149213806.1988754	107.7703228922892	130.14257250557225	134.49715492664023	72.22967710771078	49.85742749442777	45.50284507335979	134.49715492664023	162.07470171229926
2023-03-27 00:00:00	149243692.03435674	54.309152613045406	130.2113759661397	60.4773667420929	125.69084738695462	49.7886240338603	119.5226332579071	60.4773667420929	96.20439469025142
2023-03-27 12:00:00	149249259.86188728	137.66876937074554	130.29536748891798	100.81858704301415	42.33123062925447	49.70463251108202	79.18141295698585	100.81858704301415	126.15911951803876
2023-03-28 00:00:00	149285481.55923092	41.806924366217345	130.3640718030922	99.08736894664733	138.19307563378263	49.63592819690779	80.91263105335268	99.08736894664733	124.72463324780014
2023-03-28 12:00:00	149292952.98835644	126.81660473737624	130.44454456656504	62.02335292483978	53.18339526262377	49.555455433434965	117.97664707516023	62.02335292483978	97.29606345215538
2023-03-29 00:00:00	149317406.83894637	70.59527276812196	130.51270016896282	133.1432092463023	109.40472723187804	49.487299831037205	46.8567907536977	133.1432092463023	160.54184662475004
2023-03-29 12:00:00	149344020.6611823	89.74316155594532	130.5868307951283	40.58799590472284	90.25683844405471	49.41316920487171	139.41200409527718	40.58799590472284	85.58736839626941
2023-03-30 00:00:00	149361573.39577717	109.59159112037746	130.6494004423467	132.88993682898322	70.40840887962254	49.350599557653304	47.11006317101678	132.88993682898322	160.3698756559323
2023-03-30 12:00:00	149389096.5834938	53.01092210425431	130.71917124796366	62.55410739644129	126.9890778957457	49.28082875203634	117.4458926035587	62.55410739644129	97.77998274953556
2023-03-31 00:00:00	149401609.61332446	137.881222428189	130.79362147604974	98.71334902509602	42.118777571811016	49.20637852395028	81.28665097490399	98.71334902509602	124.68741632299178
2023-03-31 12:00:00	149424829.3246774	42.982435303586406	130.8640945315108	101.05227539871943	137.0175646964136	49.13590546848922	78.94772460128057	101.05227539871943	126.74053414737887
2023-04-01 00:00:00	149439511.48946282	124.89446928423635	130.93555887855646	60.43594950316672	55.10553071576364	49.06444112144353	119.56405049683327	60.43594950316672	96.57014222426056
2023-04-01 12:00:00	149470054.03873876	72.6960113137852	131.00302023722315	133.9147302269206	107.30398868621481	48.99697976277685	46.085269773079375	133.9147302269206	162.62525093258972
2023-04-02 00:00:00	149483832.01828566	87.68536714629164	131.063460914967	41.15778451289057	92.31463285370837	48.936539085033004	138.84221548710943	41.15778451289057	86.10741764331594
2023-04-02 12:00:00	149507318.3748778	111.35904485183394	131.12116896879698	131.25607004169535	68.64095514816607	48.878831031203035	48.74392995830465	131.25607004169535	158.64082257300154
2023-04-03 00:00:00	149531449.94822577	51.791307172537834	131.1889016148898	64.61786510359663	128.20869282746216	48.811098385110206	115.38213489640337	64.61786510359663	99.35534247013716
2023-04-03 12:00:00	149549685.39543697	137.96206582281832	131.2662782937428	96.641303807332	42.037934177181704	48.73372170625719	83.35869619266799	96.641303807332	123.2407427024156
2023-04-04 00:00:00	149578804.6693132	44.22635421533488	131.3260236082472	102.97951126095387	135.77364578466512	48.673976391752824	77.02048873904614	102.97951126095387	128.7373239061604
2023-04-04 12:00:00	149589518.4990355	122.98184363460113	131.39709625073095	58.927989245907995	57.01815636539888	48.60290374926907	121.072010754092	58.927989245907995	95.89137639987489
2023-04-05 00:00:00	149615175.7166985	74.77367962373026	131.45371725518808	134.58519553111185	105.22632037626974	48.54628274481191	45.41480446888817	134.58519553111185	164.6836882191863
2023-04-05 12:00:00	149634930.17774504	85.67034660980723	131.51291510654877	41.841681114811834	94.32965339019279	48.48708489345124	138.15831888518818	41.841681114811834	86.66776815343948
